"","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Syrian Arab Republic","Switzerland","Sweden","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Russian Federation","Romania","Zimbabwe","Qatar","Portugal","Poland","Philippines","Peru","Paraguay","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Afghanistan"
"Republic of Korea"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Democratic People's Republic of Korea"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Cambodia"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Kenya"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Jordan"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Japan"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Jamaica"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Kazakhstan"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Côte d'Ivoire"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Italy"," 0.0000","  90244.110","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","1.304682e+05","28144.1840","0","0","20936.837","   0.000","   0.00000","1294.27717","1573.434995","    0.00000","1015.1194","  5760.80232","    0.00","  0.000","1.624191e+03","0","   0.000000","    0.00","   0.000"," 0.00000","0","1319.655","0","0"," 0.00000","     0.00000","0","0.000000","47583.71962","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","101.5119","5.075597e+01","0.000000","0","0","0"," 13120.42","0","   0.000","128234.95213","0","0","   88518.407","0.000000","0","0","913.6074","0","     0.0","0","0","2.362183e+05","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","200714.47386","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Israel"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Ireland"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Iran (Islamic Republic of)"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Indonesia"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"India"," 0.0000","   1937.168","0","14259.48","     0.0","0"," 8271.143","0"," 886.8637","   0.000","2.679347e+00","    0.0000","0","0"," 2194.385","   0.000","2639.15642","   0.00000","   0.000000","   91.09779","   0.0000","     0.00000","    0.00","401.902","0.000000e+00","0","   2.679347","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 8.03804","     0.00000","0","2.679347","    0.00000","1677.271","   0.0000000","  0.0000","0.000000","0"," 0.00000","166.11949","0","0","0","   795.76595","    0.00","  0.0000","0","0","0","0.000000","0","0"," 270.61401","0","0","779.6899","0","  0.0000","5251.51937","0","0","0","    83.05975","  37.51085","2167.591415","     0.0","11103.21","0","0","  0.0000","0.000000e+00","2.679347","0","0","0","     0.00","0","   0.000","    13.39673","0","0","    5538.209","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00"," 4045.813","0","0"," 147.3641","0.000000","0","      0","0","0","   0.000","   0.000"," 1205.706","0","     0.00000"," 37.51085","0","  0.0000"," 0.00000","5.358693"
"Iceland"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Croatia"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Hungary"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","1.625243e+02","    0.0000","0","0","    0.000","   0.000","   0.00000","  82.78108","   2.658108","    0.00000","   0.0000","    26.96081","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000","44.80811","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.3797297","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","  1034.00405","   0.00000","   0.000000","     0.0","    0.00","0","0","213.0284","0.000000e+00","0.000000","0","0","0","     0.00","0","1027.928","    73.66757","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","  1542.84189","  0.00000","0","  0.0000"," 0.00000","0.000000"
"China, Hong Kong SAR"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Honduras"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Guatemala"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Guam"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Greece"," 0.0000","8037120.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","832000.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","465920.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","1664000","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
"Ghana"," 0.0000","      0.000","0","    0.00","     0.0","0","    0.000","0","   0.0000","   0.000","0.000000e+00","    0.0000","0","0","    0.000","   0.000","   0.00000","   0.00000","   0.000000","    0.00000","   0.0000","     0.00000","    0.00","  0.000","0.000000e+00","0","   0.000000","    0.00","   0.000"," 0.00000","0","   0.000","0","0"," 0.00000","     0.00000","0","0.000000","    0.00000","   0.000","   0.0000000","  0.0000","0.000000","0"," 0.00000","  0.00000","0","0","0","     0.00000","    0.00","  0.0000","0","0","0","0.000000","0","0","   0.00000","0","0","  0.0000","0","  0.0000","   0.00000","0","0","0","     0.00000","   0.00000","   0.000000","     0.0","    0.00","0","0","  0.0000","0.000000e+00","0.000000","0","0","0","     0.00","0","   0.000","     0.00000","0","0","       0.000","0.000000","0","0","  0.0000","0","     0.0","0","0","0.000000e+00","0","0.000000","0","0","0","   0.00000","      0","    0.00","    0.000","0","0","   0.0000","0.000000","0","      0","0","0","   0.000","   0.000","    0.000","0","     0.00000","  0.00000","0","  0.0000"," 0.00000","0.000000"
