"","Belgium","Unspecified Area","Zambia","Democratic Republic of the Congo","British Virgin Islands","Ethiopia","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Tonga","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Sao Tome and Principe","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Bahamas","Austria","Australia","Argentina","Angola","Algeria","Albania"
"Guatemala","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Guam","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Greece","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0","20.80000"
"Ghana","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Bosnia and Herzegovina","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Germany","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Gabon","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"French Polynesia","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"France"," 342.0841","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    4.411799","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","6.787384","   0.000","  601.02283","   0.0000","0","0"," 3864.0576","    0.00","    0.00","21.719628"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","    39.36683","  0.0000","   0.000","   0.00","0","0","  2.714953","0","2.036215","0","0","0","0","0","3.393692e-01"," 0.00000","0"," 0.0000","0.6787384","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","   41.40304","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","6.787384e-01","0","0"," 1943.22796","   0.000","0","0.000000e+00","2.375584","0","0","0","   0.000","    0.000","0","0","  1.357477","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Finland","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Fiji","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Faroe Islands","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Estonia","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"El Salvador","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Egypt","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Ecuador","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Dominican Republic","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Denmark","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Azerbaijan","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Cyprus","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Cuba","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Costa Rica","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
"Congo","   0.0000","     0.000","0","  0.0000","0","0","    0.00","0","0","  0.0000","    0.000000","0.000000","     0.00000","0","  0.0000","     0.000","0","0","     0.00","0","    0.0","0.000000","   0.000","    0.00000","   0.0000","0","0","    0.0000","    0.00","    0.00"," 0.000000"," 0.00000","0","   0.00000","0","0.000000e+00","   0.00000","0","0","0","     0.00000","  0.0000","   0.000","   0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0.000000e+00"," 0.00000","0"," 0.0000","0.0000000","0","0"," 0.00000","0.000000","    0.00","0","    0.000","0","0","0","0","0","0","0","0","0","   0.000","0","0","    0.00","0","   0.000","    0.000","0","    0.00","0","    0.00000","     0.000","    0.000","0","0","    0.00","0","0","     0.0000","  0.0000","0","0","    0.00","0","0.000000e+00","0","0","    0.00000","   0.000","0","0.000000e+00","0.000000","0","0","0","   0.000","    0.000","0","0","  0.000000","0","  0.0000","0","    0.00","0","   0.000","      0","    0.0","  0.0000","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.0000000","0","0.000000","0","    0.0000","0","0","  0.0000","0"," 0.00000"
