"","Belgium","Unspecified Area","Zambia","Democratic Republic of the Congo","Ethiopia","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Serbia and Montenegro","Russian Federation","Romania","Zimbabwe","Qatar","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Estonia","El Salvador","Egypt","Ecuador","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Barbados","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Kuwait","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Republic of Korea","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Democratic People's Republic of Korea","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Cambodia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Kenya","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Kyrgyzstan","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Jordan","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Japan","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Jamaica","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Kazakhstan","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Côte d'Ivoire","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Italy","1047.853","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0"," 179.6320273","0","    0.000000","   29.93867","0","     0.0","0","    0.00","0","    0.00","8562.4600","    0.000000","0","0","    0.00","   314.356","    0.0000","0.000000"," 0.000000","808.3441","0","  0.0000","0","  568.834753","  0.0000","0","1.496934e+01","344.2947","    0.00","    0.00","0","0","0.000000","0","14.969336","0","0","0.000000e+00","0","0","  1017.91482","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00"," 104.7853","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","  314.356","  0.0000","40207.63543","    0.00","0","2.850161e+04","0.000000","0","0","0","     0","0","16615.962521","0","   0.000","   0.000","0","59.87734","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","20627.74446","0","0","   0.000"," 0.00000","    0","0"
"Israel","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Ireland","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Iraq","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Iran (Islamic Republic of)","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Indonesia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"India","   0.000","5.701764","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","  17.1052914","0","    5.701764","    0.00000","0","     0.0","0","  193.86","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","5.701764"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0","45.614110","0","0","0.000000e+00","0","0","     0.00000","3860.094","0","   0.000","0","    0.00","0","0","0","0","   313.597","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","  102.63175","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","    712.7205","     0.0","4515.797","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Iceland","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Croatia","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Hungary","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00"," 448.7525","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 8.495314","  0.0000","0","699.6141","0","    9.494763","  0.0000","0","0.000000e+00","252.8605","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","864.5231","   29.98346","    0.00","0","3.598015e+01","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","  276.84729","0","0","   0.000"," 0.00000","    0","0"
"China, Hong Kong SAR","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Honduras","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
"Guatemala","   0.000","0.000000","    0.00","0","0","   0.0","0","0","   0.00","0.000000e+00","0","   0.0000000","0","    0.000000","    0.00000","0","     0.0","0","    0.00","0","    0.00","   0.0000","    0.000000","0","0","    0.00","     0.000","    0.0000","0.000000"," 0.000000","  0.0000","0","  0.0000","0","    0.000000","  0.0000","0","0.000000e+00","  0.0000","    0.00","    0.00","0","0","0.000000","0"," 0.000000","0","0","0.000000e+00","0","0","     0.00000","   0.000","0","   0.000","0","    0.00","0","0","0","0","     0.000","    0.00"," 0.00000","0","0","0","0.000000e+00","0","0","0","0","0","0","   0.000","0","0","    0.000","0","0"," 0.00000","     0.000","    0.00","   0.0000","0","    0.00","    0.00","0","0","0","    0.0","   0.000","0","0","0","    0.000","  0.0000","    0.00000","    0.00","0","0.000000e+00","0.000000","0","0","0","     0","0","    0.000000","0","   0.000","   0.000","0"," 0.00000","0","      0.0000","     0.0","   0.000","0","  0.0000","0","0","0","0","    0.00","0","0","0","0","    0.00000","0","0","   0.000"," 0.00000","    0","0"
