"","Trinidad and Tobago","Tonga","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Sao Tome and Principe","Russian Federation","Romania","Zimbabwe","Qatar","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands","Nepal","Republic of Moldova","Mozambique","Morocco","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Bahamas","Austria","Australia","Argentina","Angola","Algeria","Afghanistan"
"Cameroon","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Myanmar","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Bulgaria","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0"," 40.7947","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Brunei Darussalam","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Solomon Islands","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Belize","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Aruba","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Brazil","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Bolivia (Plurinational State of)","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Bangladesh","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Barbados","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Bahamas","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Austria","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Australia","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Argentina","0.000000","0","75468.58","0","47118.8253","0","8550.476","    0.0000","0.000000e+00","   0.000","0"," 5011.0974","   6.736739","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000"," 678.3378","0","3771.019","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","  3945.1380","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","166.863843","0","0","0","  5998.8070","     0.0","0","0.000000","16185.27"," 46100.54","    0.00","0","  0.0000","    0.00000","136.807623","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0"," 260579.6552","0","    0.000000","0"," 0.00000","37245.88","4508.951"," 0.0000","15783.14","3.190203e+06","2088.907","   0.0000","0","  433.2241","  0.0000","0","  0.00000","0","0","     0.0","0","2.072843","5021.462","77240.34","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Angola","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Algeria","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
"Afghanistan","0.000000","0","    0.00","0","    0.0000","0","   0.000","    0.0000","0.000000e+00","   0.000","0","    0.0000","   0.000000","  0.000","   0.0000"," 0.00000","  0.000000","0","  0.0000000","    0.000000","0","  0.00000","0.000000e+00","  0.00000","   0.0000","0","   0.000","0","   0.00000","0"," 0.00000","0","0"," 0.00000","0","0","      0.0000","    0.00","0","   0.000000","  0.00000","0","0.000000","0","0","0","     0.0000","0","0","0","0","  0.0000","   0.000000","0","0","    0.0000","   0.000","0","0","   0.000","0.000000"," 0.00000","  0.000000","0","0","0","     0.0000","     0.0","0","0.000000","    0.00","     0.00","    0.00","0","  0.0000","    0.00000","  0.000000","0","0","0","     0.00000","0","  0.0000","     0.0000","0","0","       0.000","0.000000"," 0.00000","0","  0.0000","0","      0.0000","0","    0.000000","0"," 0.00000","    0.00","   0.000"," 0.0000","    0.00","0.000000e+00","   0.000","   0.0000","0","    0.0000","  0.0000","0","  0.00000","0","0","     0.0","0","0.000000","   0.000","    0.00","0","0","     0.0000","  0.00000","0","  0.0000"," 0.00000","0"
