"","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Spain","South Africa","Singapore","Slovakia","Slovenia","Saudi Arabia","Sao Tome and Principe","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands","Nepal","Republic of Moldova","Micronesia (Federated States of)","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","Côte d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bangladesh","Barbados","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Colombia","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"China, mainland","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Chile","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Sri Lanka","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Cabo Verde","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Canada","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Cameroon","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Myanmar","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Bulgaria","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","  26.303220"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.1529257","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Brunei Darussalam","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Solomon Islands","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Belize","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Aruba","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Brazil","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Bolivia (Plurinational State of)","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Bangladesh","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Barbados","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Austria","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Australia","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Argentina","  0.0000","6549.24","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","1.559343e+02","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","23376.42","2036.294","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","5144.168","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","16246.27375","  0.0000","   0.00","0","0","0","2.058333e+04","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000","86.07573","0","  0.0000","0"," 10277.1092"," 0.00000","0","  0.000000","179936.9","  519.781","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","5838.595592"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","218523.8","0","0","    0.000","0.0000000","  0.0000","10244.67","0"," 0.00000","0","4043479","39897.14","    0.0000","0","   127.6582","0","0","     0.0000","0","0","    0.00","0","436.616","4560.766","26456.01933","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Angola","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Algeria","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
"Albania","  0.0000","   0.00","    0.00000","0.000000e+00"," 0.00000","0","   0.0000","0.000000e+00","0.000000","  0.000000","  0.00000","  0.000000","0"," 0.000000","    0.0000","0","   0.0000","0","0.000000e+00"," 0.000000","0.000000","    0.00","   0.000","0"," 0.00000","0","0","0","0","0.000000","0","0.0000000","    0.000000","   0.000","0.0000000","0","    0.0000","    0.0000","0","0","  0.0000","0.0000000","0","0","    0.00000","  0.0000","   0.00","0","0","0","0.000000e+00","0","0","   0.0000","   0.00000","   0.000","0","    0.000000","0.0000000","0.000000"," 0.00000","0","  0.0000","0","     0.0000"," 0.00000","0","  0.000000","     0.0","    0.000","0.000000e+00","0","   0.0000000","    0.00000","0.000000","0","0","0","   0.000000"," 0.0000","  0.0000","0.000000e+00","0","0","0.000000e+00","0.000000","0.000000","0"," 0.0000000","0","     0.0","0","0","    0.000","0.0000000","  0.0000","    0.00","0"," 0.00000","0","      0","    0.00","    0.0000","0","     0.0000","0","0","     0.0000","0","0","    0.00","0","  0.000","   0.000","    0.00000","0","     0.0000"," 0.0000","0","  0.0000","0","0","0"
